10.142    1.02525     3.69879   17.3        26        0       
13.8724   0.821526    2.4797    17.3        26        15      
15.3566   0.419689    1.40412   17.3333     28        7       
16.572    0.545279    1.84539   18.2        29        6       
16.9054   0.285153    1.0184    18.5333     33        1       
16.9481   0.502987    1.7215    19.1333     33        5       
17.0688   0.386482    1.33737   19.1333     33        4       
17.3159   0.344518    1.16596   19.1333     33        6       
17.6065   0.337854    1.10374   19.1333     33        9       
17.1738   0.820335    2.71244   19.1333     33        8       
16.6576   0.831202    2.93813   19.4        31        2       
17.5921   0.345724    1.14314   19.4        31        8       
17.5371   0.351774    1.19051   19.4        31        6       
17.428    0.401648    1.3593    19.4        31        6       
17.55     0.455407    1.57588   19.4        31        4       
17.6212   0.522214    1.76733   19.4        31        6       
17.4089   0.492615    1.686     19.4        31        5       
17.6027   0.350144    1.25052   19.4        31        1       
17.588    0.332789    1.2006    19.4        31        0       
17.5375   0.570979    1.84244   19.4        31        10      
17.1815   0.81124     2.77651   19.4        31        5       
16.8922   0.809299    2.83075   19.4        31        3       
16.9741   0.617687    2.20602   19.4        31        1       
17.4202   0.581542    1.94563   19.4333     33        7       
17.0761   0.666246    2.30546   19.4333     33        4       
17.6      0.508468    1.75949   19.4333     33        4       
17.8754   0.379496    1.2548    19.4333     33        8       
17.7424   0.465985    1.57704   19.4333     33        6       
17.1696   0.679261    2.3505    19.4333     33        4       
17.7719   0.395329    1.35304   19.6        35        5       
17.4496   0.78186     2.67596   19.6        35        5       
17.7304   0.379838    1.31438   19.6        35        4       
17.5037   0.528875    1.8101    19.6        35        5       
17.7213   0.343683    1.2399    19.6        35        0       
17.5533   0.374266    1.35023   19.6        35        0       
17.8789   0.336166    1.20059   20.3        37        1       
17.1619   0.914123    3.02255   20.3        37        8       
18.1244   0.368975    1.20541   20.3        37        9       
17.6035   0.523351    1.83057   20.3        37        3       
17.6211   0.470114    1.67898   20.3        37        1       
17.7205   0.489308    1.65597   20.3        37        6       
17.6919   0.426347    1.4592    20.3        37        5       
17.6675   0.552677    1.80554   20.3        37        9       
17.8114   0.445858    1.50892   20.3        37        6       
17.9254   0.372594    1.28931   20.3        37        4       
17.6884   0.488898    1.69177   20.3        37        4       
17.4527   0.681609    2.28041   20.3        37        7       
17.3929   0.620666    2.17095   20.3        37        3       
17.4217   0.560035    1.93793   20.3        37        4       
17.5556   0.803814    2.7511    20.3        37        5       
17.8484   0.497007    1.64335   20.3        37        8       
17.8433   0.370845    1.29713   20.3        37        3       
17.6517   0.419758    1.49914   20.3        37        1       
17.5451   0.468106    1.65466   20.3        37        2       
17.8785   0.386161    1.32166   20.3        37        5       
17.8295   0.45415     1.51942   20.3        37        7       
17.6054   0.841078    2.81394   20.3        37        7       
17.9133   0.385441    1.31919   20.3        37        5       
17.9837   0.409691    1.37067   20.3        37        7       
17.719    0.6084      2.01168   20.3        37        8       
17.3667   0.844493    2.92226   20.3        37        4       
18.1289   0.396797    1.24797   20.3        37        12      
17.8626   0.496428    1.62178   20.3        37        9       
18.0103   0.44232     1.46253   20.3        37        8       
18.0851   0.454735    1.43019   20.3        37        12      
17.9434   0.385363    1.28928   20.3        37        7       
17.8741   0.428328    1.46598   20.3        37        5       
17.75     0.408387    1.44356   20.3        37        2       
17.9286   0.333087    1.1896    20.3        37        1       
17.781    0.460769    1.6456    20.3        37        1       
17.9563   0.581363    1.92228   20.3        37        8       
17.8969   0.563517    1.88532   20.3        37        7       
18.2167   0.364837    1.20633   20.3        37        8       
17.5364   0.845296    2.86075   20.3        37        6       
17.7484   0.614401    2.03152   20.3        37        8       
17.7079   0.499413    1.65131   20.3        37        8       
17.9045   0.402454    1.36203   20.3        37        6       
17.4579   0.985823    3.25962   20.3        37        8       
17.7379   0.559184    1.89245   20.3        37        6       
17.7481   0.578723    1.9362    20.3        37        7       
17.6594   0.626464    2.1678    20.3        37        4       
17.6785   0.543498    1.86015   20.3        37        5       
17.4652   0.634498    2.1716    20.3        37        5       
17.5174   0.631706    2.13789   20.3        37        6       
17.7898   0.399571    1.42704   20.3        37        1       
17.9467   0.371495    1.34024   20.3        37        0       
17.8857   0.402791    1.43854   20.3        37        1       
17.0785   0.822458    2.81491   20.3        37        5       
17.7167   0.523608    1.81188   20.3        37        4       
17.7295   0.552048    1.8683    20.3        37        6       
17.9492   0.549486    1.81688   20.3        37        8       
17.5829   0.703407    2.24121   20.3        37        11      
17.5233   0.630054    2.10793   20.3        37        7       
18.0081   0.451755    1.47584   20.3        37        9       
17.9242   0.485625    1.56702   20.3        37        10      
17.5413   0.486174    1.68234   20.3        37        4       
17.6674   0.530943    1.81718   20.3        37        5       
17.8794   0.441666    1.46037   20.3        37        8       
17.8419   0.505243    1.69036   20.3        37        7       
17.4296   0.901126    3.08415   20.3        37        5       
17.7326   0.547704    1.83242   20.3        37        7       
